config,checkpoint,dataset,dataset_split,corruption,severity,summary,top1,top5,head0_top1,head0_top5
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,clean,0,clean,11.84,24.15,11.84,24.15
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,gaussian_noise,1,severity,7.99,17.5,7.99,17.5
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,gaussian_noise,2,severity,5.11,13.12,5.11,13.12
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,gaussian_noise,3,severity,2.73,9.28,2.73,9.28
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,gaussian_noise,4,severity,1.47,6.65,1.47,6.65
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,gaussian_noise,5,severity,1.15,5.43,1.15,5.43
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,shot_noise,1,severity,6.66,16.1,6.66,16.1
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,shot_noise,2,severity,3.66,10.79,3.66,10.79
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,shot_noise,3,severity,2.01,7.41,2.01,7.41
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,shot_noise,4,severity,1.4,5.38,1.4,5.38
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,shot_noise,5,severity,1.17,4.85,1.17,4.85
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,impulse_noise,1,severity,4.03,11.13,4.03,11.13
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,impulse_noise,2,severity,1.86,7.02,1.86,7.02
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,impulse_noise,3,severity,1.33,6.21,1.33,6.21
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,impulse_noise,4,severity,0.98,5.24,0.98,5.24
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,impulse_noise,5,severity,1.15,4.75,1.15,4.75
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,defocus_blur,1,severity,3.81,12.27,3.81,12.27
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,defocus_blur,2,severity,2.95,10.45,2.95,10.45
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,defocus_blur,3,severity,1.73,7.92,1.73,7.92
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,defocus_blur,4,severity,1.19,6.25,1.19,6.25
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,defocus_blur,5,severity,0.94,5.52,0.94,5.52
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,glass_blur,1,severity,2.72,9.67,2.72,9.67
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,glass_blur,2,severity,2.06,8.84,2.06,8.84
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,glass_blur,3,severity,1.48,7.46,1.48,7.46
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,glass_blur,4,severity,1.51,7.86,1.51,7.86
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,glass_blur,5,severity,1.78,8.15,1.78,8.15
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,motion_blur,1,severity,5.37,14.24,5.37,14.24
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,motion_blur,2,severity,3.35,11.09,3.35,11.09
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,motion_blur,3,severity,1.96,8.75,1.96,8.75
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,motion_blur,4,severity,1.52,7.33,1.52,7.33
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,motion_blur,5,severity,1.29,6.63,1.29,6.63
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,zoom_blur,1,severity,9.1,20.84,9.1,20.84
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,zoom_blur,2,severity,8.48,19.72,8.48,19.72
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,zoom_blur,3,severity,8.33,19.84,8.33,19.84
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,zoom_blur,4,severity,7.65,18.86,7.65,18.86
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,zoom_blur,5,severity,6.91,17.81,6.91,17.81
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,snow,1,severity,9.46,21.17,9.46,21.17
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,snow,2,severity,6.76,17.41,6.76,17.41
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,snow,3,severity,8.35,19.69,8.35,19.69
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,snow,4,severity,7.65,18.98,7.65,18.98
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,snow,5,severity,6.85,18.21,6.85,18.21
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,frost,1,severity,11.06,23.92,11.06,23.92
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,frost,2,severity,9.01,20.65,9.01,20.65
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,frost,3,severity,7.05,17.37,7.05,17.37
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,frost,4,severity,6.69,16.67,6.69,16.67
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,frost,5,severity,5.48,14.94,5.48,14.94
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,fog,1,severity,8.9,20.12,8.9,20.12
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,fog,2,severity,7.28,17.95,7.28,17.95
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,fog,3,severity,3.41,11.31,3.41,11.31
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,fog,4,severity,1.73,7.85,1.73,7.85
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,fog,5,severity,1.12,6.04,1.12,6.04
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,brightness,1,severity,12.08,24.6,12.08,24.6
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,brightness,2,severity,11.96,24.95,11.96,24.95
configs/classification/cifar100/mixups/vits/convnext_tiny/convnext_t_cutmix_a2_bs100_ep200.py,experiments/cifar100/convnext_tiny/grayscale/mixup/seed_25/best_head0_top1_epoch_190.pth,CIFAR100,test,brightness,3,severity,11.47,24.78,11.47,24.78
